gene_symbol	logFC	AveExpr	t	P.Value	adj.P.Val	B
ZIK1	-0.005558836	2.632995117	-0.010140339	0.992035317	0.999565839	-6.156249117
EDN3	-0.005620061	1.154620027	-0.008016286	0.993703602	0.999565839	-5.955535622
RXFP2	-0.005758118	0.62417998	-0.005568974	0.995625819	0.999565839	-5.875664835
COQ10B	-0.005814515	3.032957879	-0.011856715	0.99068726	0.999565839	-6.194538155
CISD2	-0.006076779	2.84941832	-0.012092008	0.990502461	0.999436638	-6.178120103
IRF2BP2	-0.006081536	6.058204728	-0.012158394	0.990450322	0.999427391	-6.243877748
CLU	-0.006191129	7.159435077	-0.009983456	0.992158536	0.999565839	-6.212523933
MED6	-0.006224435	2.850231482	-0.012681322	0.990039616	0.99925575	-6.178188244
SLC30A7	-0.006235605	5.094318099	-0.011764449	0.990759726	0.999565839	-6.25900709
PTCRA	-0.00632398	0.078051062	-0.007039595	0.99447073	0.999565839	-5.797762769
RDH8	-0.006376185	0.778315052	-0.00898673	0.992941387	0.999565839	-5.898666482
BIRC7	-0.006392041	1.37289485	-0.010729662	0.991572455	0.999565839	-5.988388742
FLG2	-0.006436211	2.371455945	-0.011415615	0.991033702	0.999565839	-6.126493685
ABCG8	-0.006478722	1.045747948	-0.009970134	0.992168999	0.999565839	-5.939029238
PNPT1P2	-0.006504019	-1.808400317	-0.006571533	0.994838365	0.999565839	-5.741281248
TRAV3	-0.006504019	-1.808400317	-0.006571533	0.994838365	0.999565839	-5.741281248
RP11-524O24.2	-0.006688262	-1.808400317	-0.00692117	0.994563746	0.999565839	-5.741278994
TMEM200C	-0.006840794	2.556922531	-0.013335689	0.989525683	0.999050871	-6.147919524
KLB	-0.007017734	1.920325467	-0.011683176	0.990823558	0.999565839	-6.067891629
RP11-812E19.5	-0.007185626	-1.7682323	-0.007655684	0.993986831	0.999565839	-5.737852959
SCEL	-0.00727018	0.717329787	-0.011066349	0.991308017	0.999565839	-5.88951926
APOB	-0.007297731	2.80862838	-0.014051309	0.988963649	0.998698896	-6.174167812
RP11-165N19.2	-0.00752119	-1.298584702	-0.008034989	0.993688912	0.999565839	-5.70932285
RP11-405P11.1	-0.00753777	-1.856651419	-0.008326735	0.993459765	0.999565839	-5.745494119
RP11-440G2.2	-0.00753777	-1.856651419	-0.008326735	0.993459765	0.999565839	-5.745494119
CTD-2267D19.7	-0.00753777	-1.856651419	-0.008326735	0.993459765	0.999565839	-5.745494119
RAET1M	-0.00753777	-1.856651419	-0.008326735	0.993459765	0.999565839	-5.745494119
AC026271.5	-0.00753777	-1.856651419	-0.008326735	0.993459765	0.999565839	-5.745494119
RPL7P35	-0.00753777	-1.856651419	-0.008326735	0.993459765	0.999565839	-5.745494119
RP11-766H1.1	-0.00753777	-1.856651419	-0.008326735	0.993459765	0.999565839	-5.745494119
C1D	-0.007596863	1.559920632	-0.013180407	0.98964764	0.999084722	-6.016169985
AP1B1P2	-0.007603233	-2.139317055	-0.008566633	0.993271342	0.999565839	-5.765279617
AC128677.3	-0.007603233	-2.139317055	-0.008566633	0.993271342	0.999565839	-5.765279617
ARL6IP1P1	-0.007603233	-2.139317055	-0.008566633	0.993271342	0.999565839	-5.765279617
TRIM48	-0.007603233	-2.139317055	-0.008566633	0.993271342	0.999565839	-5.765279617
HAUS6P2	-0.007603233	-2.139317055	-0.008566633	0.993271342	0.999565839	-5.765279617
AC062016.1	-0.007603233	-2.139317055	-0.008566633	0.993271342	0.999565839	-5.765279617
NEFLP1	-0.007603233	-2.139317055	-0.008566633	0.993271342	0.999565839	-5.765279617
RP11-260A9.1	-0.007603233	-2.139317055	-0.008566633	0.993271342	0.999565839	-5.765279617
RP11-433O3.1	-0.007603233	-2.139317055	-0.008566633	0.993271342	0.999565839	-5.765279617
RP11-693J15.3	-0.007603233	-2.139317055	-0.008566633	0.993271342	0.999565839	-5.765279617
RP11-883G10.1	-0.007603233	-2.139317055	-0.008566633	0.993271342	0.999565839	-5.765279617
RPL12P32	-0.007603233	-2.139317055	-0.008566633	0.993271342	0.999565839	-5.765279617
RP11-680E19.2	-0.007603233	-2.139317055	-0.008566633	0.993271342	0.999565839	-5.765279617
RP11-132A1.6	-0.007603233	-2.139317055	-0.008566633	0.993271342	0.999565839	-5.765279617
RP11-215D10.1	-0.007603233	-2.139317055	-0.008566633	0.993271342	0.999565839	-5.765279617
RP11-382D8.3	-0.007603233	-2.139317055	-0.008566633	0.993271342	0.999565839	-5.765279617
SUMO2P14	-0.007603233	-2.139317055	-0.008566633	0.993271342	0.999565839	-5.765279617
NIFKP8	-0.007603233	-2.139317055	-0.008566633	0.993271342	0.999565839	-5.765279617
RPL31P50	-0.007603233	-2.139317055	-0.008566633	0.993271342	0.999565839	-5.765279617
IGHVII-30-43	-0.007655298	5.623684479	-0.016696643	0.986886107	0.997910881	-6.252426368
SDE2	-0.007767984	3.672001627	-0.016449867	0.987079911	0.997910881	-6.236171057
CDC42	-0.007804154	5.850164618	-0.016613803	0.986951165	0.997910881	-6.248245709
STAR	-0.0078162	1.255380908	-0.01237413	0.990280883	0.999298905	-5.97072695
RPLP0P6	-0.007817098	-0.830692215	-0.007642077	0.993997519	0.999565839	-5.712745765
DTX3	-0.007826064	4.924908674	-0.016912403	0.986716662	0.997910881	-6.259830333
SLC22A2	-0.008141161	2.24453184	-0.014980315	0.988234034	0.998405656	-6.110821659
TMEM212	-0.008176106	6.781848267	-0.016860824	0.986757169	0.997910881	-6.224458494
RP11-328C8.2	-0.008271509	-1.856651419	-0.009269791	0.992719063	0.999565839	-5.745486184
OR1M4P	-0.008271509	-1.856651419	-0.009269791	0.992719063	0.999565839	-5.745486184
VDAC1P4	-0.008271509	-1.856651419	-0.009269791	0.992719063	0.999565839	-5.745486184
H2AFZP1	-0.008271509	-1.856651419	-0.009269791	0.992719063	0.999565839	-5.745486184
CTD-2007N20.1	-0.008276928	-0.860438099	-0.007882722	0.993808508	0.999565839	-5.711373746
MRLN	-0.008481611	1.750298486	-0.014254436	0.988804117	0.99863803	-6.043906251
C9ORF85	-0.008657096	3.336974257	-0.018120455	0.98576794	0.997910881	-6.217298654
GOLGA8H	-0.008671747	1.166087824	-0.012699568	0.990025285	0.99925575	-5.957216973
ADGRE4P	-0.008710591	2.111777145	-0.014590215	0.988540406	0.99860066	-6.09370848
ZNF19	-0.008824563	4.467043447	-0.020145703	0.984177499	0.997910881	-6.25815932
RP11-359H3.4	-0.008926338	-2.139317055	-0.008272829	0.993502105	0.999565839	-5.765281993
ZNF330	-0.008943878	1.703224356	-0.015326156	0.987962423	0.998253024	-6.037167133
KCNK9	-0.009017381	1.788992202	-0.016277137	0.987215564	0.997910881	-6.049415178
FOXE1	-0.009195147	1.293355662	-0.015246829	0.988024723	0.998280055	-5.976414145
PRRC1	-0.009210813	3.922227984	-0.019948286	0.984332529	0.997910881	-6.246170167
PLA2G6	-0.00922594	4.592976625	-0.020363997	0.984006075	0.997910881	-6.259240998
VWA2	-0.009294563	2.8928554	-0.013665165	0.989266919	0.998876406	-6.182143543
RP11-679I18.4	-0.009296741	-0.689359397	-0.009284167	0.992707772	0.999565839	-5.720823698
SMARCE1P5	-0.00932138	-0.53387843	-0.010348839	0.991871558	0.999565839	-5.731656237
WDFY3	-0.009421423	6.137126611	-0.020420166	0.983961967	0.997910881	-6.241914876
LLNLF-187D8.1	-0.009446901	2.470253851	-0.017970522	0.985885687	0.997910881	-6.138023402
LRRC3	-0.009518898	3.167894296	-0.017359626	0.986365441	0.997910881	-6.205282977
Sep-03	-0.009716756	2.625074775	-0.01562069	0.987731108	0.99817388	-6.155319252
SHTN1	-0.009750474	2.354407607	-0.018774387	0.985254396	0.997910881	-6.124299319
PRKAG1	-0.00998846	6.298010815	-0.016381266	0.987133787	0.997910881	-6.238036057
WNK1	-0.010144617	6.521351492	-0.021324718	0.983251642	0.997910881	-6.231983031
CARMIL3	-0.010382958	2.936692208	-0.019815682	0.984436662	0.997910881	-6.186071961
PTAFR	-0.010391618	3.510426985	-0.023598386	0.981466247	0.997910881	-6.227711009
SPAG7	-0.010408197	4.158462576	-0.022586265	0.982261001	0.997910881	-6.252772834
FBXO9	-0.010535185	9.007192613	-0.013530288	0.989372848	0.998926118	-6.141501423
TOMM20	-0.010541169	5.016349816	-0.020220456	0.984118796	0.997910881	-6.259383067
CDK19	-0.010679968	4.919395405	-0.022637908	0.982220449	0.997910881	-6.259730212
RP11-962G15.2	-0.010685165	-0.898992356	-0.009206191	0.992769016	0.999565839	-5.709792722
ZCCHC9	-0.010775284	3.00519982	-0.022931368	0.981990011	0.997910881	-6.191972884
CASP8	-0.010782268	4.133366607	-0.020197171	0.984137082	0.997910881	-6.252235252
CXCL11	-0.010880081	-0.24172724	-0.014389335	0.988698172	0.99863803	-5.75879046
DRAM2	-0.011111678	2.2743506	-0.020262902	0.984085464	0.997910881	-6.114480385
CPLX4	-0.011205021	2.036745647	-0.021848247	0.982840533	0.997910881	-6.083605309
NME4	-0.011235531	4.77800188	-0.020954042	0.983542724	0.997910881	-6.259927057
ZNF780A	-0.011335539	5.85986323	-0.022953876	0.981972338	0.997910881	-6.247922909
SEBOX	-0.011410555	0.114712009	-0.015418349	0.987890018	0.998253024	-5.80255072
POU3F4	-0.011519062	0.428256389	-0.013076018	0.989729626	0.999114577	-5.846789624
MYO9B	-0.011550455	7.077570293	-0.023971012	0.981173652	0.997910881	-6.214986549
SNX33P1	-0.011682821	-0.313012461	-0.014002727	0.989001804	0.998698896	-5.751123401
MTFR1L	-0.011800868	4.151814216	-0.025989936	0.979588395	0.997910881	-6.252531776
EIF4BP7	-0.011823939	0.384631963	-0.016040952	0.987401053	0.997993297	-5.840447855
SEMA5A	-0.012190907	6.019939104	-0.018089527	0.985792229	0.997910881	-6.244644394
RHNO1	-0.012305156	5.467528459	-0.019889167	0.984378955	0.997910881	-6.254785147
SKA2	-0.012348407	2.924548583	-0.026231531	0.9793987	0.997910881	-6.184808261
UBA3	-0.012566065	2.228258261	-0.022530814	0.982304544	0.997910881	-6.108619659
STK10	-0.01261383	5.821841277	-0.026729871	0.97900742	0.997910881	-6.248589078
CARD10	-0.01279032	4.487783214	-0.028756664	0.977416107	0.997910881	-6.258150637
LONRF2P2	-0.012842507	-2.384972253	-0.016180838	0.987291193	0.997910881	-5.779439418
RP11-277I20.2	-0.012842507	-2.384972253	-0.016180838	0.987291193	0.997910881	-5.779439418
NDUFA5P10	-0.012842507	-2.384972253	-0.016180838	0.987291193	0.997910881	-5.779439418
LDHAP5	-0.012842507	-2.384972253	-0.016180838	0.987291193	0.997910881	-5.779439418
NDUFA5P6	-0.012842507	-2.384972253	-0.016180838	0.987291193	0.997910881	-5.779439418
RP11-266E8.2	-0.012842507	-2.384972253	-0.016180838	0.987291193	0.997910881	-5.779439418
NEK4P3	-0.012842507	-2.384972253	-0.016180838	0.987291193	0.997910881	-5.779439418
RP11-170N16.2	-0.012842507	-2.384972253	-0.016180838	0.987291193	0.997910881	-5.779439418
CTD-2158P22.1	-0.012842507	-2.384972253	-0.016180838	0.987291193	0.997910881	-5.779439418
MRPL35P3	-0.012842507	-2.384972253	-0.016180838	0.987291193	0.997910881	-5.779439418
RP11-263C16.2	-0.012842507	-2.384972253	-0.016180838	0.987291193	0.997910881	-5.779439418
NDUFA3P6	-0.012842507	-2.384972253	-0.016180838	0.987291193	0.997910881	-5.779439418
CTD-2377D24.2	-0.012842507	-2.384972253	-0.016180838	0.987291193	0.997910881	-5.779439418
MTND5P34	-0.012842507	-2.384972253	-0.016180838	0.987291193	0.997910881	-5.779439418
AK6P1	-0.012842507	-2.384972253	-0.016180838	0.987291193	0.997910881	-5.779439418
MTCO3P18	-0.012842507	-2.384972253	-0.016180838	0.987291193	0.997910881	-5.779439418
RP11-307E17.9	-0.012842507	-2.384972253	-0.016180838	0.987291193	0.997910881	-5.779439418
RP11-322A17.1	-0.012842507	-2.384972253	-0.016180838	0.987291193	0.997910881	-5.779439418
RP11-34P1.4	-0.012842507	-2.384972253	-0.016180838	0.987291193	0.997910881	-5.779439418
MTCO2P17	-0.012842507	-2.384972253	-0.016180838	0.987291193	0.997910881	-5.779439418
MTCO1P3	-0.012842507	-2.384972253	-0.016180838	0.987291193	0.997910881	-5.779439418
NIFKP3	-0.012842507	-2.384972253	-0.016180838	0.987291193	0.997910881	-5.779439418
OR7E29P	-0.012842507	-2.384972253	-0.016180838	0.987291193	0.997910881	-5.779439418
CTD-2299E8.1	-0.012842507	-2.384972253	-0.016180838	0.987291193	0.997910881	-5.779439418
RP1-169I5.4	-0.012842507	-2.384972253	-0.016180838	0.987291193	0.997910881	-5.779439418
AP006294.2	-0.012842507	-2.384972253	-0.016180838	0.987291193	0.997910881	-5.779439418
RP11-142L4.3	-0.012842507	-2.384972253	-0.016180838	0.987291193	0.997910881	-5.779439418
RP11-203I16.7	-0.012842507	-2.384972253	-0.016180838	0.987291193	0.997910881	-5.779439418
RP11-113K21.1	-0.012842507	-2.384972253	-0.016180838	0.987291193	0.997910881	-5.779439418
RP11-390C19.1	-0.012842507	-2.384972253	-0.016180838	0.987291193	0.997910881	-5.779439418
RP11-10A2.1	-0.012842507	-2.384972253	-0.016180838	0.987291193	0.997910881	-5.779439418
RP1-8B22.2	-0.012842507	-2.384972253	-0.016180838	0.987291193	0.997910881	-5.779439418
CTD-2367A17.1	-0.012842507	-2.384972253	-0.016180838	0.987291193	0.997910881	-5.779439418
RP1-85D24.4	-0.012842507	-2.384972253	-0.016180838	0.987291193	0.997910881	-5.779439418
RP1-31B8.1	-0.012842507	-2.384972253	-0.016180838	0.987291193	0.997910881	-5.779439418
CTD-3093M3.1	-0.012842507	-2.384972253	-0.016180838	0.987291193	0.997910881	-5.779439418
AP001187.11	-0.012842507	-2.384972253	-0.016180838	0.987291193	0.997910881	-5.779439418
ARL2BPP7	-0.012842507	-2.384972253	-0.016180838	0.987291193	0.997910881	-5.779439418
RP1-15D7.1	-0.012842507	-2.384972253	-0.016180838	0.987291193	0.997910881	-5.779439418
OR13K1P	-0.012842507	-2.384972253	-0.016180838	0.987291193	0.997910881	-5.779439418
AP000593.6	-0.012842507	-2.384972253	-0.016180838	0.987291193	0.997910881	-5.779439418
RP1-102E24.9	-0.012842507	-2.384972253	-0.016180838	0.987291193	0.997910881	-5.779439418
PYY3	-0.012842507	-2.384972253	-0.016180838	0.987291193	0.997910881	-5.779439418
PLEKHA3P1	-0.012842507	-2.384972253	-0.016180838	0.987291193	0.997910881	-5.779439418
PLA2G12AP1	-0.012842507	-2.384972253	-0.016180838	0.987291193	0.997910881	-5.779439418
RP11-231P20.5	-0.012842507	-2.384972253	-0.016180838	0.987291193	0.997910881	-5.779439418
P2RY10P2	-0.012842507	-2.384972253	-0.016180838	0.987291193	0.997910881	-5.779439418
OR8V1P	-0.012842507	-2.384972253	-0.016180838	0.987291193	0.997910881	-5.779439418
ARL5AP4	-0.012842507	-2.384972253	-0.016180838	0.987291193	0.997910881	-5.779439418
KRTAP19-2	-0.012842507	-2.384972253	-0.016180838	0.987291193	0.997910881	-5.779439418
AP000563.2	-0.012842507	-2.384972253	-0.016180838	0.987291193	0.997910881	-5.779439418
OR7E129P	-0.012842507	-2.384972253	-0.016180838	0.987291193	0.997910881	-5.779439418
OR2E1P	-0.012842507	-2.384972253	-0.016180838	0.987291193	0.997910881	-5.779439418
RP11-380D15.2	-0.012842507	-2.384972253	-0.016180838	0.987291193	0.997910881	-5.779439418
RP1-302D9.5	-0.012842507	-2.384972253	-0.016180838	0.987291193	0.997910881	-5.779439418
RP11-396C23.3	-0.012842507	-2.384972253	-0.016180838	0.987291193	0.997910881	-5.779439418
RPL15P20	-0.012842507	-2.384972253	-0.016180838	0.987291193	0.997910881	-5.779439418
AC006960.5	-0.012842507	-2.384972253	-0.016180838	0.987291193	0.997910881	-5.779439418
Z95114.7	-0.012842507	-2.384972253	-0.016180838	0.987291193	0.997910881	-5.779439418
AC006499.4	-0.012842507	-2.384972253	-0.016180838	0.987291193	0.997910881	-5.779439418
AC006499.3	-0.012842507	-2.384972253	-0.016180838	0.987291193	0.997910881	-5.779439418
RP4-777G9.1	-0.012842507	-2.384972253	-0.016180838	0.987291193	0.997910881	-5.779439418
AC005740.4	-0.012842507	-2.384972253	-0.016180838	0.987291193	0.997910881	-5.779439418
RP4-655C5.7	-0.012842507	-2.384972253	-0.016180838	0.987291193	0.997910881	-5.779439418
DASS-312M4.10	-0.012842507	-2.384972253	-0.016180838	0.987291193	0.997910881	-5.779439418
RP3-419C19.2	-0.012842507	-2.384972253	-0.016180838	0.987291193	0.997910881	-5.779439418
RP13-238N7.2	-0.012842507	-2.384972253	-0.016180838	0.987291193	0.997910881	-5.779439418
DPPA5P4	-0.012842507	-2.384972253	-0.016180838	0.987291193	0.997910881	-5.779439418
FABP7P1	-0.012842507	-2.384972253	-0.016180838	0.987291193	0.997910881	-5.779439418
AC004159.1	-0.012842507	-2.384972253	-0.016180838	0.987291193	0.997910881	-5.779439418
AC002553.4	-0.012842507	-2.384972253	-0.016180838	0.987291193	0.997910881	-5.779439418
RP13-140E4.1	-0.012842507	-2.384972253	-0.016180838	0.987291193	0.997910881	-5.779439418
AC002542.2	-0.012842507	-2.384972253	-0.016180838	0.987291193	0.997910881	-5.779439418
FAM60BP	-0.012842507	-2.384972253	-0.016180838	0.987291193	0.997910881	-5.779439418
RP11-421H10.2	-0.012842507	-2.384972253	-0.016180838	0.987291193	0.997910881	-5.779439418
RP11-972P1.8	-0.012842507	-2.384972253	-0.016180838	0.987291193	0.997910881	-5.779439418
AC000041.10	-0.012842507	-2.384972253	-0.016180838	0.987291193	0.997910881	-5.779439418
RP11-812E19.14	-0.012842507	-2.384972253	-0.016180838	0.987291193	0.997910881	-5.779439418
YRDCP2	-0.012842507	-2.384972253	-0.016180838	0.987291193	0.997910881	-5.779439418
AC007394.3	-0.012842507	-2.384972253	-0.016180838	0.987291193	0.997910881	-5.779439418
FCF1P8	-0.012842507	-2.384972253	-0.016180838	0.987291193	0.997910881	-5.779439418
XXBAC-BPG32J3.19	-0.012842507	-2.384972253	-0.016180838	0.987291193	0.997910881	-5.779439418
SRGNP1	-0.012842507	-2.384972253	-0.016180838	0.987291193	0.997910881	-5.779439418
STX8P1	-0.012842507	-2.384972253	-0.016180838	0.987291193	0.997910881	-5.779439418
CYCSP34	-0.012842507	-2.384972253	-0.016180838	0.987291193	0.997910881	-5.779439418
SMC4P1	-0.012842507	-2.384972253	-0.016180838	0.987291193	0.997910881	-5.779439418
TGIF2LY	-0.012842507	-2.384972253	-0.016180838	0.987291193	0.997910881	-5.779439418
AC098828.3	-0.012842507	-2.384972253	-0.016180838	0.987291193	0.997910881	-5.779439418
RSL24D1P6	-0.012842507	-2.384972253	-0.016180838	0.987291193	0.997910881	-5.779439418
TPRKBP2	-0.012842507	-2.384972253	-0.016180838	0.987291193	0.997910881	-5.779439418
AC080125.1	-0.012842507	-2.384972253	-0.016180838	0.987291193	0.997910881	-5.779439418
DADB-110M10.7	-0.012842507	-2.384972253	-0.016180838	0.987291193	0.997910881	-5.779439418
TRAJ45	-0.012842507	-2.384972253	-0.016180838	0.987291193	0.997910881	-5.779439418
DAMA-236L13.19	-0.012842507	-2.384972253	-0.016180838	0.987291193	0.997910881	-5.779439418
RPS29P2	-0.012842507	-2.384972253	-0.016180838	0.987291193	0.997910881	-5.779439418
AC079776.4	-0.012842507	-2.384972253	-0.016180838	0.987291193	0.997910881	-5.779439418
TRMT112P5	-0.012842507	-2.384972253	-0.016180838	0.987291193	0.997910881	-5.779439418
RPL7P44	-0.012842507	-2.384972253	-0.016180838	0.987291193	0.997910881	-5.779439418
AC019129.1	-0.012842507	-2.384972253	-0.016180838	0.987291193	0.997910881	-5.779439418
RPL5P7	-0.012842507	-2.384972253	-0.016180838	0.987291193	0.997910881	-5.779439418
AC011998.4	-0.012842507	-2.384972253	-0.016180838	0.987291193	0.997910881	-5.779439418
TUBAP4	-0.012842507	-2.384972253	-0.016180838	0.987291193	0.997910881	-5.779439418
RPL32P33	-0.012842507	-2.384972253	-0.016180838	0.987291193	0.997910881	-5.779439418
RP11-796G6.1	-0.012842507	-2.384972253	-0.016180838	0.987291193	0.997910881	-5.779439418
COTL1P2	-0.012842507	-2.384972253	-0.016180838	0.987291193	0.997910881	-5.779439418
HAUS6P1	-0.012842507	-2.384972253	-0.016180838	0.987291193	0.997910881	-5.779439418
ATP5F1P4	-0.012842507	-2.384972253	-0.016180838	0.987291193	0.997910881	-5.779439418
RP11-70F11.2	-0.012842507	-2.384972253	-0.016180838	0.987291193	0.997910881	-5.779439418
AC125238.3	-0.012842507	-2.384972253	-0.016180838	0.987291193	0.997910881	-5.779439418
RP11-70K10.2	-0.012842507	-2.384972253	-0.016180838	0.987291193	0.997910881	-5.779439418
RP11-463M16.5	-0.012842507	-2.384972253	-0.016180838	0.987291193	0.997910881	-5.779439418
RP11-421N10.1	-0.012842507	-2.384972253	-0.016180838	0.987291193	0.997910881	-5.779439418
RP11-731J8.1	-0.012842507	-2.384972253	-0.016180838	0.987291193	0.997910881	-5.779439418
RP11-468N14.10	-0.012842507	-2.384972253	-0.016180838	0.987291193	0.997910881	-5.779439418
RP11-666A20.3	-0.012842507	-2.384972253	-0.016180838	0.987291193	0.997910881	-5.779439418
RP11-613F22.6	-0.012842507	-2.384972253	-0.016180838	0.987291193	0.997910881	-5.779439418
BNIP3P18	-0.012842507	-2.384972253	-0.016180838	0.987291193	0.997910881	-5.779439418
IGHV1OR15-2	-0.012842507	-2.384972253	-0.016180838	0.987291193	0.997910881	-5.779439418
ATP5LP3	-0.012842507	-2.384972253	-0.016180838	0.987291193	0.997910881	-5.779439418
RP11-585K6.2	-0.012842507	-2.384972253	-0.016180838	0.987291193	0.997910881	-5.779439418
IGLV3-17	-0.012842507	-2.384972253	-0.016180838	0.987291193	0.997910881	-5.779439418
RP11-50O21.1	-0.012842507	-2.384972253	-0.016180838	0.987291193	0.997910881	-5.779439418
RP11-478L17.1	-0.012842507	-2.384972253	-0.016180838	0.987291193	0.997910881	-5.779439418
HIGD1AP9	-0.012842507	-2.384972253	-0.016180838	0.987291193	0.997910881	-5.779439418
OGDH	-0.012864666	6.42895077	-0.020546645	0.983862645	0.997910881	-6.234532724
ABCG4	-0.012883921	2.368978671	-0.021148842	0.983389752	0.997910881	-6.126030432
HPS4	-0.012980132	5.030333635	-0.029342106	0.976956472	0.997910881	-6.259083155
CYP2T1P	-0.012984883	1.987656138	-0.017871379	0.985963545	0.997910881	-6.077050511
ATP9B	-0.013288159	7.925167782	-0.027621211	0.978307583	0.997910881	-6.184754794
TLK2	-0.013313698	5.916622856	-0.029825093	0.976577281	0.997910881	-6.24657197
DBF4	-0.013330651	1.938238474	-0.024183263	0.981006988	0.997910881	-6.07012658
NFYC	-0.013502199	4.658414901	-0.031108689	0.975569566	0.997910881	-6.259379019
LCNL1	-0.013504349	1.966330876	-0.022838391	0.982063021	0.997910881	-6.074018351
KRTAP5-6	-0.013580355	-1.645404701	-0.014343832	0.988733908	0.99863803	-5.728156855
TBC1D17	-0.013649393	4.636283694	-0.031036178	0.975626491	0.997910881	-6.259251194
CENPQ	-0.013663686	0.139195713	-0.019587125	0.984616148	0.997910881	-5.805829117
PRR20B	-0.013801614	0.977891459	-0.018320095	0.985611159	0.997910881	-5.928630936
PRR20D	-0.013801614	0.977891459	-0.018320095	0.985611159	0.997910881	-5.928630936
PRR20A	-0.013801614	0.977891459	-0.018320095	0.985611159	0.997910881	-5.928630936
PRR20E	-0.013801614	0.977891459	-0.018320095	0.985611159	0.997910881	-5.928630936
RPL23AP24	-0.013892132	-1.808400317	-0.014262878	0.988797487	0.99863803	-5.741204696
CH17-212P11.6	-0.013892132	-1.808400317	-0.014262878	0.988797487	0.99863803	-5.741204696
IGLVI-42	-0.013892132	-1.808400317	-0.014262878	0.988797487	0.99863803	-5.741204696
ZNF552	-0.01401323	4.19915912	-0.02979647	0.976599753	0.997910881	-6.253478845
SP5	-0.014134652	0.941817534	-0.015355012	0.98793976	0.998253024	-5.92323796
ADAD2	-0.014204564	2.443115742	-0.020170869	0.984157736	0.997910881	-6.134832608
MDC1	-0.014591604	4.137417823	-0.032793817	0.974246683	0.997910881	-6.251988594
C21ORF59	-0.0146231	3.21236223	-0.030709403	0.97588303	0.997910881	-6.208285902
TKTL2	-0.014705057	-1.025835901	-0.014147936	0.98888776	0.998665259	-5.705589014
POP5	-0.014855498	1.65981374	-0.026237874	0.979393719	0.997910881	-6.030594369
LEXM	-0.014993232	1.306101343	-0.024714063	0.980590199	0.997910881	-5.97815275
PRKG2	-0.014993688	3.122971212	-0.024478203	0.980775398	0.997910881	-6.201661775
CEACAMP9	-0.015041424	-0.871428669	-0.017228138	0.986468703	0.997910881	-5.710801177
SSH1	-0.015123227	5.976482119	-0.03185865	0.974980812	0.997910881	-6.245250549
IRAK4	-0.015150127	3.958612064	-0.033498064	0.973693849	0.997910881	-6.246966853
ZSWIM5P1	-0.015159474	-0.733684712	-0.015798138	0.987591748	0.998100152	-5.718106535
DXO	-0.015164608	3.351343982	-0.029176487	0.9770865	0.997910881	-6.217941354
N6AMT1	-0.015287427	5.058303633	-0.033848614	0.973418672	0.997910881	-6.258757481
RP11-305E17.4	-0.015342517	-1.808400317	-0.015597043	0.987749679	0.99817388	-5.741185665
TCAF1	-0.01534569	4.930267042	-0.035212259	0.972348262	0.997910881	-6.259320768
FOXG1	-0.015508455	1.530466911	-0.022944018	0.981980078	0.997910881	-6.011661946
CTD-2022H16.3	-0.015512263	-1.610996221	-0.015929172	0.987488839	0.998053398	-5.725593644
VDAC1P9	-0.015514047	-1.719981197	-0.015454415	0.987861693	0.998253024	-5.733789452
ATP5L	-0.015545403	2.498402276	-0.02579975	0.979737724	0.997910881	-6.141047603
PDE6A	-0.015595762	3.590757948	-0.033683348	0.973548403	0.997910881	-6.231707398
SCGB3A2	-0.015604026	5.261133278	-0.033473509	0.973713124	0.997910881	-6.257005381
CCDC113	-0.01562434	3.136962639	-0.033758907	0.97348909	0.997910881	-6.202509102
HIST1H3PS1	-0.015831377	-1.7682323	-0.016982786	0.986661387	0.997910881	-5.737743261
RP11-380G5.3	-0.015831377	-1.7682323	-0.016982786	0.986661387	0.997910881	-5.737743261
SCARF2	-0.015850556	4.043819408	-0.024374052	0.980857178	0.997910881	-6.249823304
SLC5A10	-0.015926239	2.669701521	-0.029590372	0.976761559	0.997910881	-6.159734625
MYL12A	-0.015948176	4.173004478	-0.033506764	0.97368702	0.997910881	-6.252788564
RPA3	-0.015978482	1.794727131	-0.025633484	0.979868274	0.997910881	-6.050040281
MTCO1P15	-0.015987158	-1.143103734	-0.016995201	0.986651637	0.997910881	-5.705500498
CCT4P1	-0.016348626	-1.265931333	-0.01992396	0.984351632	0.997910881	-5.708154919
RP11-236P24.1	-0.016348626	-1.265931333	-0.01992396	0.984351632	0.997910881	-5.708154919
RABL2A	-0.016388514	3.56427289	-0.036091685	0.971657975	0.997910881	-6.230223791
MAN2C1	-0.016487878	6.235295286	-0.03663082	0.971234804	0.997910881	-6.239064564
IGKV1OR2-118	-0.016508702	-0.784196223	-0.017492748	0.986260896	0.997910881	-5.715183972
FRG2B	-0.016541651	-0.283866162	-0.014649731	0.988493664	0.998596393	-5.754216537
HMGN1P3	-0.016617048	-2.058412584	-0.016255966	0.987232191	0.997910881	-5.759677337
COX5BP6	-0.016617048	-2.058412584	-0.016255966	0.987232191	0.997910881	-5.759677337
RPL21P108	-0.016617048	-2.058412584	-0.016255966	0.987232191	0.997910881	-5.759677337
NAT10	-0.01672948	4.099359014	-0.036078423	0.971668384	0.997910881	-6.250979994
SLC1A3	-0.016797783	2.514969889	-0.028273998	0.977795058	0.997910881	-6.142865624
