term_name	zscore	combined_score	FDR	pvalue	overlapping_genes	gene_set_library	geneset
Regulation of gene expression in beta cells_Homo sapiens_R-HSA-210745	3.067844402	-2.830586439	0.905313116	0.397459207	['AKT3']	Reactome Pathways	downregulated
Signaling by Hippo_Homo sapiens_R-HSA-2028269	5.230264679	-4.825771562	0.906900399	0.397459207	['WWC1']	Reactome Pathways	upregulated
Hypertrophy Model_Homo sapiens_WP516	3.646024458	-3.364051769	0.978832388	0.397459207	['EIF4EBP1']	WikiPathways	upregulated
Adipogenesis genes_Mus musculus_WP447	1.308194666	-1.204710153	0.714563652	0.398162457	"['CFD', 'PTGIS', 'FABP4', 'LIFR']"	WikiPathways	downregulated
Oxidative Stress Induced Senescence_Homo sapiens_R-HSA-2559580	-0.079639598	0.07329351	0.905313116	0.39839356	"['JUN', 'TNIK', 'FOS']"	Reactome Pathways	downregulated
Pathogenic Escherichia coli infection_Homo sapiens_WP2272	0.779832319	-0.711981431	0.978832388	0.401321279	"['TUBA3E', 'KRT18']"	WikiPathways	upregulated
ECM proteoglycans_Homo sapiens_R-HSA-3000178	1.175846121	-1.073539251	0.906900399	0.401321279	"['AGRN', 'MATN4']"	Reactome Pathways	upregulated
Cardiac Hypertrophic Response_Homo sapiens_WP2795	2.079123683	-1.898225322	0.714563652	0.401321279	"['EGF', 'PRKG1']"	WikiPathways	downregulated
Regulation of cholesterol biosynthesis by SREBP (SREBF)_Homo sapiens_R-HSA-1655829	1.073467109	-0.980067932	0.906900399	0.401321279	"['SCD', 'FASN']"	Reactome Pathways	upregulated
ErbB Signaling Pathway_Homo sapiens_WP673	0.658036681	-0.600782869	0.978832388	0.401321279	"['EIF4EBP1', 'CBLC']"	WikiPathways	upregulated
Pathogenic Escherichia coli infection_Homo sapiens_hsa05130	-0.266216638	0.243053921	0.998834342	0.401321279	"['TUBA3E', 'KRT18']"	KEGG Pathways	upregulated
Ion transport by P-type ATPases_Homo sapiens_R-HSA-936837	0.645992915	-0.589786995	0.905313116	0.401321279	"['FXYD6', 'ATP1A2']"	Reactome Pathways	downregulated
GABA receptor activation_Homo sapiens_R-HSA-977443	1.038974566	-0.948576483	0.906900399	0.401321279	"['GABRQ', 'GABRA3']"	Reactome Pathways	upregulated
Corticotropin-releasing hormone_Homo sapiens_WP2355	1.506626961	-1.361300987	0.714563652	0.40513207	"['NR4A1', 'FOSB', 'FOS']"	WikiPathways	downregulated
TNF alpha Signaling Pathway_Homo sapiens_WP231	1.431562698	-1.29347726	0.714563652	0.40513207	"['JUN', 'CCL2', 'SELE']"	WikiPathways	downregulated
Metabolism of carbohydrates_Homo sapiens_R-HSA-71387	0.04214379	-0.037693973	0.909826801	0.408847338	"['RPIA', 'DCXR', 'B3GNT3', 'AKR1B1', 'NHLRC1', 'SLC25A10', 'BPGM', 'AGRN']"	Reactome Pathways	upregulated
DAP12 interactions_Homo sapiens_R-HSA-2172127	-0.432974792	0.386901335	0.905313116	0.409184718	"['NR4A1', 'DUSP2', 'PDE1C', 'EGF', 'DUSP1', 'AKT3', 'NCAM1', 'TEK', 'ADCY5', 'FGF10']"	Reactome Pathways	downregulated
Non-small cell lung cancer_Homo sapiens_hsa05223	1.969266001	-1.755336593	0.843741618	0.410095214	"['EGF', 'AKT3']"	KEGG Pathways	downregulated
TGF-beta Receptor Signaling_Homo sapiens_WP560	0.673391158	-0.600237927	0.983026071	0.410095214	"['LEFTY1', 'SPP1']"	WikiPathways	upregulated
Staphylococcus aureus infection_Homo sapiens_hsa05150	2.05628842	-1.832905412	0.843741618	0.410095214	"['CFD', 'CFH']"	KEGG Pathways	downregulated
Non-small cell lung cancer_Homo sapiens_hsa05223	-0.43875627	0.391092385	0.998834342	0.410095214	"['CDKN2A', 'E2F1']"	KEGG Pathways	upregulated
Chemokine receptors bind chemokines_Homo sapiens_R-HSA-380108	0.586724629	-0.522986337	0.905313116	0.410095214	"['CCL4', 'CCL2']"	Reactome Pathways	downregulated
"GPCRs, Other_Homo sapiens_WP117"	1.479251824	-1.312244371	0.716344717	0.411848361	"['CHRM3', 'EDNRA', 'ACKR1']"	WikiPathways	downregulated
NF-kappa B signaling pathway_Homo sapiens_hsa04064	0.989240889	-0.877555645	0.843741618	0.411848361	"['TRAF5', 'CCL4', 'PTGS2']"	KEGG Pathways	downregulated
Signal transduction by L1_Homo sapiens_R-HSA-445144	2.905145685	-2.572295671	0.905313116	0.412537805	['NCAM1']	Reactome Pathways	downregulated
Tamoxifen metabolism_Homo sapiens_WP691	8.111854858	-7.182458781	0.716344717	0.412537805	['UGT1A8']	WikiPathways	downregulated
"Cobalamin (Cbl, vitamin B12) transport and metabolism_Homo sapiens_R-HSA-196741"	3.572905261	-3.163548314	0.905313116	0.412537805	['LMBRD1']	Reactome Pathways	downregulated
SHC-mediated cascade:FGFR1_Homo sapiens_R-HSA-5654688	2.60706126	-2.308363545	0.905313116	0.412537805	['FGF10']	Reactome Pathways	downregulated
HS-GAG degradation_Homo sapiens_R-HSA-2024096	4.596587213	-4.069944392	0.909826801	0.412537805	['AGRN']	Reactome Pathways	upregulated
Synthesis of Leukotrienes (LT) and Eoxins (EX)_Homo sapiens_R-HSA-2142691	4.407693898	-3.90269307	0.909826801	0.412537805	['DPEP1']	Reactome Pathways	upregulated
Regulation of FZD by ubiquitination_Homo sapiens_R-HSA-4641263	2.539973509	-2.248962211	0.905313116	0.412537805	['RSPO3']	Reactome Pathways	downregulated
Regulation of FZD by ubiquitination_Homo sapiens_R-HSA-4641263	3.394522368	-3.005603208	0.909826801	0.412537805	['LGR5']	Reactome Pathways	upregulated
HS-GAG degradation_Homo sapiens_R-HSA-2024096	3.451823301	-3.056339027	0.905313116	0.412537805	['HPSE2']	Reactome Pathways	downregulated
Regulation of Insulin-like Growth Factor (IGF) transport and uptake by Insulin-like Growth Factor Binding Proteins (IGFBPs)_Homo sapiens_R-HSA-381426	4.510175775	-3.993433335	0.909826801	0.412537805	['IGFBP3']	Reactome Pathways	upregulated
RHO GTPases activate PAKs_Homo sapiens_R-HSA-5627123	4.110806144	-3.63982051	0.909826801	0.412537805	['MYH14']	Reactome Pathways	upregulated
Regulation of Insulin-like Growth Factor (IGF) transport and uptake by Insulin-like Growth Factor Binding Proteins (IGFBPs)_Homo sapiens_R-HSA-381426	3.432867992	-3.039555476	0.905313116	0.412537805	['IGFBP6']	Reactome Pathways	downregulated
NOTCH2 Activation and Transmission of Signal to the Nucleus_Homo sapiens_R-HSA-2979096	2.485323823	-2.200573879	0.905313116	0.412537805	['CNTN1']	Reactome Pathways	downregulated
TP53 regulates transcription of additional cell cycle genes whose exact role in the p53 pathway remain uncertain_Homo sapiens_R-HSA-6804115	3.748607006	-3.319119459	0.905313116	0.412537805	['BTG2']	Reactome Pathways	downregulated
Extracellular matrix organization_Homo sapiens_R-HSA-1474244	0.108751911	-0.096263445	0.909826801	0.412645856	"['MMP11', 'ADAM15', 'MMP15', 'SPP1', 'COL10A1', 'LAMC2', 'AGRN', 'MATN4']"	Reactome Pathways	upregulated
Signaling by FGFR2_Homo sapiens_R-HSA-5654738	-0.352724957	0.30943482	0.905313116	0.415917056	"['NR4A1', 'DUSP2', 'PDE1C', 'EGF', 'DUSP1', 'AKT3', 'NCAM1', 'TEK', 'ADCY5', 'FGF10']"	Reactome Pathways	downregulated
MAPK family signaling cascades_Homo sapiens_R-HSA-5683057	-0.348432854	0.305228721	0.905313116	0.416443524	"['JUN', 'DUSP2', 'EGF', 'DUSP1', 'NCAM1', 'TEK', 'MAPK4', 'FGF10']"	Reactome Pathways	downregulated
Class A/1 (Rhodopsin-like receptors)_Homo sapiens_R-HSA-373076	-0.251386427	0.21921696	0.905313116	0.418101185	"['NPB', 'CHRM3', 'EDNRA', 'CCL4', 'LPAR1', 'TACR3', 'CCL2', 'LPAR3', 'ACKR1']"	Reactome Pathways	downregulated
Acute myeloid leukemia_Homo sapiens_hsa05221	-0.392606487	0.341704432	0.998834342	0.418805608	"['CEBPA', 'EIF4EBP1']"	KEGG Pathways	upregulated
Osteoclast differentiation_Homo sapiens_hsa04380	0.672293516	-0.582097785	0.843741618	0.420698539	"['JUN', 'AKT3', 'FOSB', 'FOS']"	KEGG Pathways	downregulated
Signaling by SCF-KIT_Homo sapiens_R-HSA-1433557	-0.302100263	0.258338279	0.905313116	0.425223288	"['NR4A1', 'DUSP2', 'EGF', 'DUSP1', 'AKT3', 'GRB10', 'NCAM1', 'TEK', 'FGF10']"	Reactome Pathways	downregulated
EGFR1 Signaling Pathway_Mus musculus_WP572	0.034458855	-0.029436333	0.983026071	0.425604058	"['CEBPA', 'KRT18', 'KRT8', 'KRT7', 'CBLC']"	WikiPathways	upregulated
Signaling by PDGF_Homo sapiens_R-HSA-186797	-0.308173142	0.262958597	0.905313116	0.426014454	"['NR4A1', 'DUSP2', 'PDE1C', 'EGF', 'DUSP1', 'AKT3', 'NCAM1', 'TEK', 'ADCY5', 'FGF10']"	Reactome Pathways	downregulated
FoxO signaling pathway_Homo sapiens_hsa04068	0.689750507	-0.588084871	0.843741618	0.426302878	"['TGFB3', 'EGF', 'AKT3', 'KLF2']"	KEGG Pathways	downregulated
Mitophagy_Homo sapiens_R-HSA-5205647	3.389561478	-2.882516424	0.916996102	0.427239797	['TOMM6']	Reactome Pathways	upregulated
Transcription factor regulation in adipogenesis_Homo sapiens_WP3599	5.226465811	-4.444637937	0.983026071	0.427239797	['CEBPA']	WikiPathways	upregulated
Blood Clotting Cascade_Homo sapiens_WP272	7.73449481	-6.577490469	0.719561764	0.427239797	['F10']	WikiPathways	downregulated
Hedgehog Signaling Pathway_Mus musculus_WP116	4.669761171	-3.971210835	0.983026071	0.427239797	['CDK1']	WikiPathways	upregulated
SALM protein interactions at the synapse_Homo sapiens_R-HSA-8849932	3.284198713	-2.792914892	0.905313116	0.427239797	['PTPRD']	Reactome Pathways	downregulated
Post-chaperonin tubulin folding pathway_Homo sapiens_R-HSA-389977	5.324169342	-4.527725981	0.916996102	0.427239797	['TUBA3E']	Reactome Pathways	upregulated
Signal Transduction of S1P Receptor_Mus musculus_WP57	6.519351927	-5.544121008	0.719561764	0.427239797	['AKT3']	WikiPathways	downregulated
CD28 dependent PI3K/Akt signaling_Homo sapiens_R-HSA-389357	2.681800617	-2.280629625	0.905313116	0.427239797	['AKT3']	Reactome Pathways	downregulated
CTLA4 inhibitory signaling_Homo sapiens_R-HSA-389513	2.574280418	-2.18919339	0.905313116	0.427239797	['AKT3']	Reactome Pathways	downregulated
Telomere C-strand (Lagging Strand) Synthesis_Homo sapiens_R-HSA-174417	4.776419093	-4.061913782	0.916996102	0.427239797	['FEN1']	Reactome Pathways	upregulated
Resolution of AP sites via the multiple-nucleotide patch replacement pathway_Homo sapiens_R-HSA-110373	4.449569528	-3.783957696	0.916996102	0.427239797	['FEN1']	Reactome Pathways	upregulated
Folic Acid Network_Mus musculus_WP1273	8.680453716	-7.381943228	0.719561764	0.427239797	['PTGIS']	WikiPathways	downregulated
Pink/Parkin Mediated Mitophagy_Homo sapiens_R-HSA-5205685	3.432176351	-2.918756531	0.916996102	0.427239797	['TOMM6']	Reactome Pathways	upregulated
"GPCRs, Class B Secretin-like_Mus musculus_WP456"	8.417465678	-7.158295614	0.719561764	0.427239797	['GLP2R']	WikiPathways	downregulated
SALM protein interactions at the synapse_Homo sapiens_R-HSA-8849932	4.226647388	-3.594382516	0.916996102	0.427239797	['GRIN2D']	Reactome Pathways	upregulated
Common Pathway of Fibrin Clot Formation_Homo sapiens_R-HSA-140875	3.623379023	-3.081357164	0.905313116	0.427239797	['F10']	Reactome Pathways	downregulated
mTORC1-mediated signalling_Homo sapiens_R-HSA-166208	4.285537919	-3.644463602	0.916996102	0.427239797	['EIF4EBP1']	Reactome Pathways	upregulated
Steroid hormone biosynthesis_Homo sapiens_hsa00140	2.269094226	-1.928543123	0.843741618	0.427450152	"['HSD17B6', 'UGT1A8']"	KEGG Pathways	downregulated
CDT1 association with the CDC6:ORC:origin complex_Homo sapiens_R-HSA-68827	0.970478297	-0.824826587	0.916996102	0.427450152	"['PSMD2', 'CDC6']"	Reactome Pathways	upregulated
SUMO E3 ligases SUMOylate target proteins_Homo sapiens_R-HSA-3108232	0.550196097	-0.461988489	0.922367936	0.431848826	"['TOP2A', 'CDKN2A', 'BIRC5']"	Reactome Pathways	upregulated
Signaling by FGFR_Homo sapiens_R-HSA-190236	-0.273226269	0.228857713	0.905313116	0.432742504	"['NR4A1', 'DUSP2', 'PDE1C', 'EGF', 'DUSP1', 'AKT3', 'NCAM1', 'TEK', 'ADCY5', 'FGF10']"	Reactome Pathways	downregulated
FCERI mediated MAPK activation_Homo sapiens_R-HSA-2871796	-0.262364711	0.218149337	0.905313116	0.435407188	"['JUN', 'DUSP2', 'EGF', 'DUSP1', 'NCAM1', 'TEK', 'FOS', 'FGF10']"	Reactome Pathways	downregulated
G2/M Transition_Homo sapiens_R-HSA-69275	0.268077263	-0.222883318	0.922367936	0.43543294	"['CCNA2', 'PSMD2', 'CDK1', 'PKMYT1', 'CDC25A']"	Reactome Pathways	upregulated
The role of GTSE1 in G2/M progression after G2 checkpoint_Homo sapiens_R-HSA-8852276	0.902372767	-0.749016156	0.922367936	0.436026691	"['PSMD2', 'CDK1']"	Reactome Pathways	upregulated
Endochondral Ossification_Mus musculus_WP1270	0.841815537	-0.698750517	0.983026071	0.436026691	"['SPP1', 'COL10A1']"	WikiPathways	upregulated
Kit receptor signaling pathway_Homo sapiens_WP304	2.296250677	-1.906007052	0.727299293	0.436026691	"['GRB10', 'FOS']"	WikiPathways	downregulated
Selenium Micronutrient Network_Mus musculus_WP1272	8.347568716	-6.823372537	0.727299293	0.441574571	['PTGIS']	WikiPathways	downregulated
Regulation of TP53 Activity through Acetylation_Homo sapiens_R-HSA-6804758	3.118241362	-2.548876589	0.905313116	0.441574571	['AKT3']	Reactome Pathways	downregulated
Acyl chain remodelling of PE_Homo sapiens_R-HSA-1482839	3.260747491	-2.665362292	0.905313116	0.441574571	['PLA2G4A']	Reactome Pathways	downregulated
BBSome-mediated cargo-targeting to cilium_Homo sapiens_R-HSA-5620922	3.074623941	-2.513223344	0.905313116	0.441574571	['BBS9']	Reactome Pathways	downregulated
EBV LMP1 signaling_Homo sapiens_WP262	3.372527261	-2.756732011	0.983026071	0.441574571	['IRAK1']	WikiPathways	upregulated
Dopamine Neurotransmitter Release Cycle_Homo sapiens_R-HSA-212676	3.127302747	-2.556283441	0.905313116	0.441574571	['RIMS1']	Reactome Pathways	downregulated
RAF-independent MAPK1/3 activation_Homo sapiens_R-HSA-112409	3.889529475	-3.179333948	0.922367936	0.441574571	['CDK1']	Reactome Pathways	upregulated
Laminin interactions_Homo sapiens_R-HSA-3000157	4.504636657	-3.682127707	0.922367936	0.441574571	['LAMC2']	Reactome Pathways	upregulated
Signaling by BMP_Homo sapiens_R-HSA-201451	3.213505172	-2.626746024	0.905313116	0.441574571	['CHRDL1']	Reactome Pathways	downregulated
"GPCRs, Class B Secretin-like_Homo sapiens_WP334"	8.155313701	-6.666221679	0.727299293	0.441574571	['GLP2R']	WikiPathways	downregulated
Glutathione metabolism_Homo sapiens_WP100	5.076288128	-4.149400404	0.983026071	0.441574571	['GGT2']	WikiPathways	upregulated
Branched-chain amino acid catabolism_Homo sapiens_R-HSA-70895	4.73706293	-3.872114888	0.922367936	0.441574571	['HSD17B10']	Reactome Pathways	upregulated
Laminin interactions_Homo sapiens_R-HSA-3000157	3.499618618	-2.86061755	0.905313116	0.441574571	['ITGA7']	Reactome Pathways	downregulated
Proximal tubule bicarbonate reclamation_Homo sapiens_hsa04964	1.61426746	-1.319515733	0.998834342	0.441574571	['SLC25A10']	KEGG Pathways	upregulated
The canonical retinoid cycle in rods (twilight vision)_Homo sapiens_R-HSA-2453902	3.407157368	-2.78503895	0.905313116	0.441574571	['HSD17B6']	Reactome Pathways	downregulated
Dopamine Neurotransmitter Release Cycle_Homo sapiens_R-HSA-212676	4.086246838	-3.340132367	0.922367936	0.441574571	['PPFIA3']	Reactome Pathways	upregulated
Biosynthesis of unsaturated fatty acids_Homo sapiens_hsa01040	1.648468266	-1.347471758	0.998834342	0.441574571	['SCD']	KEGG Pathways	upregulated
Acyl chain remodelling of PE_Homo sapiens_R-HSA-1482839	4.230002388	-3.457639357	0.922367936	0.441574571	['PLA2G2F']	Reactome Pathways	upregulated
MAP kinase activation in TLR cascade_Homo sapiens_R-HSA-450294	0.512229384	-0.415279978	0.907873618	0.444533222	"['JUN', 'FOS']"	Reactome Pathways	downregulated
Inflammatory mediator regulation of TRP channels_Homo sapiens_hsa04750	0.940789599	-0.761645197	0.843741618	0.44504459	"['PLCB4', 'PLA2G4A', 'ADCY5']"	KEGG Pathways	downregulated
Regulation of actin cytoskeleton_Homo sapiens_hsa04810	0.601790792	-0.485526955	0.843741618	0.446282302	"['CHRM3', 'EGF', 'ITGA8', 'ITGA7', 'MYL9', 'FGF10']"	KEGG Pathways	downregulated
Ubiquitin mediated proteolysis_Homo sapiens_hsa04120	-0.622399899	0.498968153	0.998834342	0.44857285	"['CDC20', 'UBE2C', 'CBLC', 'NHLRC1']"	KEGG Pathways	upregulated
Purine metabolism_Homo sapiens_hsa00230	0.662629111	-0.528959672	0.843741618	0.450105121	"['PDE1C', 'PDE4D', 'PDE5A', 'PDE7B', 'ADCY5']"	KEGG Pathways	downregulated
Transport of inorganic cations/anions and amino acids/oligopeptides_Homo sapiens_R-HSA-425393	0.250160846	-0.198869081	0.912821621	0.451597105	"['SLC9A9', 'SLC43A1', 'SLC8A1']"	Reactome Pathways	downregulated
TP53 Regulates Transcription of DNA Repair Genes_Homo sapiens_R-HSA-6796648	0.66897788	-0.529786369	0.912821621	0.45296788	"['JUN', 'FOS']"	Reactome Pathways	downregulated
Constitutive Signaling by Aberrant PI3K in Cancer_Homo sapiens_R-HSA-2219530	0.68508041	-0.542538511	0.912821621	0.45296788	"['EGF', 'FGF10']"	Reactome Pathways	downregulated
Glutamate Neurotransmitter Release Cycle_Homo sapiens_R-HSA-210500	3.150431803	-2.477017521	0.912821621	0.45555128	['RIMS1']	Reactome Pathways	downregulated
IL1 and megakaryotyces in obesity_Homo sapiens_WP2865	7.511222347	-5.905675959	0.739445555	0.45555128	['CCL2']	WikiPathways	downregulated
Vitamin digestion and absorption_Homo sapiens_hsa04977	7.455036066	-5.861499665	0.843741618	0.45555128	['LMBRD1']	KEGG Pathways	downregulated
Sema4D induced cell migration and growth-cone collapse_Homo sapiens_R-HSA-416572	4.173574718	-3.281460558	0.942264048	0.45555128	['MYH14']	Reactome Pathways	upregulated
IL1 and megakaryotyces in obesity_Homo sapiens_WP2865	4.175825167	-3.283229967	0.983026071	0.45555128	['IRAK1']	WikiPathways	upregulated
Pyrimidine metabolism_Homo sapiens_R-HSA-73848	4.016800827	-3.158197558	0.942264048	0.45555128	['TK1']	Reactome Pathways	upregulated
Histidine metabolism_Homo sapiens_hsa00340	2.025883606	-1.592844887	0.998834342	0.45555128	['ALDH3B2']	KEGG Pathways	upregulated
Glutamate Neurotransmitter Release Cycle_Homo sapiens_R-HSA-210500	3.932080376	-3.091586359	0.942264048	0.45555128	['PPFIA3']	Reactome Pathways	upregulated
Angiogenesis_Homo sapiens_WP1539	6.352387832	-4.99454581	0.739445555	0.45555128	['TEK']	WikiPathways	downregulated
Histidine metabolism_Homo sapiens_hsa00340	7.441612058	-5.850945079	0.843741618	0.45555128	['MAOB']	KEGG Pathways	downregulated
DARPP-32 events_Homo sapiens_R-HSA-180024	3.232467609	-2.541517927	0.912821621	0.45555128	['PDE4D']	Reactome Pathways	downregulated
Amoebiasis_Homo sapiens_hsa05146	1.107365833	-0.864442017	0.843741618	0.458117709	"['PLCB4', 'TGFB3', 'COL4A6']"	KEGG Pathways	downregulated
Non-odorant GPCRs_Mus musculus_WP1396	1.395457581	-1.087080413	0.739455284	0.458858413	"['CHRM3', 'EDNRA', 'GLP2R', 'LPAR1', 'TACR3', 'LPAR3', 'ACKR1']"	WikiPathways	downregulated
NGF signalling via TRKA from the plasma membrane_Homo sapiens_R-HSA-187037	-0.148948914	0.115797371	0.91511327	0.459585577	"['NR4A1', 'DUSP2', 'PDE1C', 'EGF', 'DUSP1', 'AKT3', 'NCAM1', 'TEK', 'ADCY5', 'FGF10']"	Reactome Pathways	downregulated
Insulin signaling pathway_Homo sapiens_hsa04910	-0.665744262	0.517538788	0.998834342	0.459606875	"['CALML5', 'FASN', 'EIF4EBP1', 'CBLC']"	KEGG Pathways	upregulated
Tight junction_Homo sapiens_hsa04530	0.85053652	-0.661193291	0.843741618	0.459606875	"['AKT3', 'MYH11', 'SHROOM1', 'MYL9']"	KEGG Pathways	downregulated
Diseases associated with O-glycosylation of proteins_Homo sapiens_R-HSA-3906995	0.777164529	-0.601248641	0.91511327	0.461328939	"['ADAMTS19', 'ADAMTS1']"	Reactome Pathways	downregulated
Autodegradation of Cdh1 by Cdh1:APC/C_Homo sapiens_R-HSA-174084	0.954613157	-0.738530699	0.951116482	0.461328939	"['UBE2C', 'PSMD2']"	Reactome Pathways	upregulated
Proteasome Degradation_Homo sapiens_WP183	0.968320545	-0.749135337	0.983026071	0.461328939	"['PSMD2', 'HIST1H2AB']"	WikiPathways	upregulated
Colorectal cancer_Homo sapiens_hsa05210	-0.192703456	0.149083864	0.998834342	0.461328939	"['BIRC5', 'RAC3']"	KEGG Pathways	upregulated
MicroRNAs in cardiomyocyte hypertrophy_Homo sapiens_WP1544	1.70863334	-1.309782345	0.743368339	0.464605212	"['EGF', 'PRKG1', 'MAPK4']"	WikiPathways	downregulated
SUMOylation_Homo sapiens_R-HSA-2990846	0.595853627	-0.456761871	0.951848467	0.464605212	"['TOP2A', 'CDKN2A', 'BIRC5']"	Reactome Pathways	upregulated
Glucagon signaling pathway_Homo sapiens_hsa04922	1.10876579	-0.849943532	0.843741618	0.464605212	"['PLCB4', 'AKT3', 'PHKB']"	KEGG Pathways	downregulated
Apoptosis_Homo sapiens_hsa04210	-0.753204298	0.576587049	0.998834342	0.465095667	"['TUBA3E', 'ENDOG', 'BIRC5', 'LMNB2']"	KEGG Pathways	upregulated
HTLV-I infection_Homo sapiens_hsa05166	-0.743960758	0.566587795	0.998834342	0.466926741	"['CDC20', 'RANBP1', 'CDKN2A', 'E2F1', 'FZD9', 'TSPO', 'CALR']"	KEGG Pathways	upregulated
"Antigen Presentation: Folding, assembly and peptide loading of class I MHC_Homo sapiens_R-HSA-983170"	3.953184095	-2.991656023	0.951848467	0.469178851	['CALR']	Reactome Pathways	upregulated
Acyl chain remodelling of PC_Homo sapiens_R-HSA-1482788	3.963981457	-2.999827156	0.951848467	0.469178851	['PLA2G2F']	Reactome Pathways	upregulated
Formation of tubulin folding intermediates by CCT/TriC_Homo sapiens_R-HSA-389960	4.404219217	-3.332986431	0.951848467	0.469178851	['TUBA3E']	Reactome Pathways	upregulated
Amino acid synthesis and interconversion (transamination)_Homo sapiens_R-HSA-70614	4.67424886	-3.537337097	0.951848467	0.469178851	['PYCR1']	Reactome Pathways	upregulated
alpha-Linolenic acid metabolism_Homo sapiens_hsa00592	6.665472487	-5.044237868	0.843741618	0.469178851	['PLA2G4A']	KEGG Pathways	downregulated
alpha-Linolenic acid metabolism_Homo sapiens_hsa00592	2.066508265	-1.563874019	0.998834342	0.469178851	['PLA2G2F']	KEGG Pathways	upregulated
Fatty acid elongation_Homo sapiens_hsa00062	1.981990845	-1.499913666	0.998834342	0.469178851	['ECHS1']	KEGG Pathways	upregulated
Differentiation of white and brown adipocyte   _Homo sapiens_WP2895	4.756563441	-3.599630405	0.983026071	0.469178851	['CEBPA']	WikiPathways	upregulated
Synthesis of IP3 and IP4 in the cytosol_Homo sapiens_R-HSA-1855204	3.12260553	-2.363098054	0.91511327	0.469178851	['PLCB4']	Reactome Pathways	downregulated
Acyl chain remodelling of PC_Homo sapiens_R-HSA-1482788	3.16159499	-2.392604155	0.91511327	0.469178851	['PLA2G4A']	Reactome Pathways	downregulated
ADP signalling through P2Y purinoceptor 1_Homo sapiens_R-HSA-418592	3.156659087	-2.388868806	0.91511327	0.469178851	['PLA2G4A']	Reactome Pathways	downregulated
Regulation of toll-like receptor signaling pathway_Homo sapiens_WP1449	1.648440225	-1.242630668	0.747563568	0.470564568	"['JUN', 'AKT3', 'CCL4', 'FOS']"	WikiPathways	downregulated
Wnt signaling pathway_Homo sapiens_hsa04310	0.913876297	-0.678380008	0.843741618	0.476012797	"['SFRP1', 'JUN', 'SFRP2', 'PLCB4']"	KEGG Pathways	downregulated
G alpha (s) signalling events_Homo sapiens_R-HSA-418555	0.120670185	-0.089574751	0.91511327	0.476012797	"['PDE4D', 'GLP2R', 'PDE7B', 'ADCY5']"	Reactome Pathways	downregulated
Signaling by GPCR_Homo sapiens_R-HSA-372790	0.010255662	-0.007591496	0.91511327	0.477006638	"['CHRM3', 'NPB', 'PDE1C', 'OR13J1', 'DGKB', 'LPAR1', 'LPAR3', 'ADCY5', 'OR2T33', 'OR4S1', 'RGS5', 'SHH', 'RGS2', 'EDNRA', 'RGS1', 'AKT3', 'CCL4', 'CCL2', 'NCAM1', 'DUSP2', 'DUSP1', 'EGF', 'PDE4D', 'GLP2R', 'PLA2G4A', 'TACR3', 'OR1N2', 'PLCB4', 'OR52E6', 'ACKR1', 'TEK', 'PDE7B', 'FGF10']"	Reactome Pathways	downregulated
tRNA processing_Homo sapiens_R-HSA-72306	0.69051933	-0.51045991	0.954410912	0.477476383	"['CTU1', 'LAGE3', 'HSD17B10']"	Reactome Pathways	upregulated
HIF-1 signaling pathway_Homo sapiens_hsa04066	1.142892969	-0.844872861	0.843741618	0.477476383	"['EGF', 'AKT3', 'TEK']"	KEGG Pathways	downregulated
Endochondral Ossification_Homo sapiens_WP474	0.976440694	-0.72111396	0.983026071	0.477824003	"['SPP1', 'COL10A1']"	WikiPathways	upregulated
Alpha6-Beta4 Integrin Signaling Pathway_Mus musculus_WP488	0.946397662	-0.698926795	0.983026071	0.477824003	"['EIF4EBP1', 'LAMC2']"	WikiPathways	upregulated
Cytosolic DNA-sensing pathway_Homo sapiens_hsa04623	2.389956958	-1.765013827	0.843741618	0.477824003	"['IL33', 'CCL4']"	KEGG Pathways	downregulated
HIV Infection_Homo sapiens_R-HSA-162906	0.42362456	-0.309760532	0.954410912	0.481323941	"['RANBP1', 'FEN1', 'PSMD2', 'HMGA1', 'AP1S1', 'AP1M2']"	Reactome Pathways	upregulated
Glucuronidation_Homo sapiens_WP698	4.784237785	-3.486967076	0.983026071	0.482465988	['UGT1A4']	WikiPathways	upregulated
Diseases associated with glycosaminoglycan metabolism_Homo sapiens_R-HSA-3560782	3.955116752	-2.88266648	0.954410912	0.482465988	['AGRN']	Reactome Pathways	upregulated
A tetrasaccharide linker sequence is required for GAG synthesis_Homo sapiens_R-HSA-1971475	4.17927743	-3.046044835	0.954410912	0.482465988	['AGRN']	Reactome Pathways	upregulated
TAK1 activates NFkB by phosphorylation and activation of IKKs complex_Homo sapiens_R-HSA-445989	3.873702766	-2.823328315	0.954410912	0.482465988	['IRAK1']	Reactome Pathways	upregulated
PPAR Alpha Pathway_Homo sapiens_WP2878	4.178577913	-3.045534996	0.983026071	0.482465988	['CDK1']	WikiPathways	upregulated
Insulin receptor recycling_Homo sapiens_R-HSA-77387	4.908633796	-3.577632468	0.954410912	0.482465988	['ATP6V0E2']	Reactome Pathways	upregulated
"PTK6 Regulates RHO GTPases, RAS GTPase and MAP kinases_Homo sapiens_R-HSA-8849471"	3.799500914	-2.769246678	0.954410912	0.482465988	['RASAL1']	Reactome Pathways	upregulated
Attenuation phase_Homo sapiens_R-HSA-3371568	3.084854758	-2.248380506	0.91511327	0.482465988	['COL4A6']	Reactome Pathways	downregulated
